UDISE Code,SchoolName,State,District,Block,Pin Code,School Management,School Category,School Type,Library Availability,Starting Class,Ending Class,Playground Available,ICT Lab,Internet,Desktop,Laptop,Tablet,Printer,Projector
36092200605,TW ASHRAM PS DURGAMGOLLAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09650600605,U,Uttar Pradesh,GHAZIPUR Block,MARDAH,233303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
36092200701,MPPS LACHAPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092200802,MPPS MALKARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092200804,MPPS GUTTAVARIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092200805,TWPS DIBBAGUDEM COLONY,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092200806,MPUPS RACHURUPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,No,No,N,0,0,0,0,0
36092200807,ZPHS MALKARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,2,0,0,0,0
36092200808,MPPS DIBBAGUDEM ,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201001,MPPS DAMMAPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201002,MPPS BANJARA COLONY,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201003,MPPS NALLAKUNTA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201004,MPPS GURVAIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201005,MPPS JAMEDARBANJER,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201006,MPPS KOMMUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201007,MPPS BOJJAMRAJULAGUMPU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201009,MPPS URBAN COLONY,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201011,MPUPS GOPALAPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36092201012,MPUPS LINGALAPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,3,0,0,0,0
36092201013,ZPHS DAMMAPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,No,No,Y,0,0,0,1,1
36092201016,MPPS NEMALIPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201017,MPPS KOTHAPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201018,ST,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,8,0,0,1,0
36092201019,TWREIS JR,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Higher Secondary only/Jr. College,Girls,Yes,11,12,Yes,No,Y,0,0,0,2,1
36092201021,GEETANJALI PUBLIC UPS,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
36092201024,BOTONY BALAJI OMEGA SCHOOL,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,0,0,0,1,1
36092201102,MPPS NAGUPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201103,MPPS TOTTIPAMPU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201104,MPPS MUKUNDAPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201105,MPPS MONDIVARE,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201108,MPPS K MUTHYALAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201109,MPPS MONDIVARE COLONY,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201110,MPPS SAROJANAPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507303,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201111,MPPS GANDUGULAPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201112,TWPS MALLAMMA GUMPU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201114,MPUPS CHELAMPPAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36092201115,ZPHS GANDUGULAPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,2,0,0,0,1
36092201201,MPPS NACHARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201202,MPPS ASSANNAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201203,MPPS MANGAPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201204,TWPS MARRIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201205,MPPS SEETHARAMPURAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201206,ZPHS NACHARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,1,0,0,0,1
36092201301,MPPS GANESHPADU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201302,MPPS RALLA BANJAR,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201303,TWPS G PATWARIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36092201401,TWPS GUNNEPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201402,MPUPS GATTUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,No,No,N,0,0,0,0,0
36092201501,MPPS THATI SUBBANNAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201502,MPPS KOTHURU NAIDUPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201601,TWPS MODDULAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201602,MPUPS MODDULAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36092201701,MPPS APPARAOPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092201702,MPUPS VENKATADRIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,No,No,N,0,0,0,0,0
36092201703,MPPS MUSTIBANDA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092201704,ZPHS MUSTIBANDA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,0,0,0,0,0
36092201801,MPPS MALLARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202001,MPPS MANDALAPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092202002,MPPS MANDALAPALLI  SC,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202003,TWPS GANDHINAGARAM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092202004,MPPS PRAKASHNAGAR COL,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092202005,ZPHS MANDALAPALLI,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,11,0,0,0,0
36092202007,TWREIS DAMMAPETA,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Pr. Up Pr. and Secondary Only,Boys,Yes,5,10,Yes,No,Y,54,0,0,1,1
36092202008,TWREIS JC,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Higher Secondary only/Jr. College,Boys,No,11,12,Yes,No,Y,29,0,0,0,1
36092202101,MPUPS VADLAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36092202201,MPPS P CHEEPURUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202202,TWPS ALLI PALLY,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092202203,TWPS KCHEEPURUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202204,TWPS JALAVAGU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36092202205,TWPS KOTHURU,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202206,MPUPS RANGUVARIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,No,No,N,0,0,0,0,0
36092202208,TW ASHRAM PS CHEEPURUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36092202209,TW ASHRAM HS BOYS CHEEPURUGUDEM,Telangana,BHADRADRI KOTHAGUDEM,DAMMAPETA,507306,2-Tribal Welfare Department,Upper Pr. and Secondary,Co-educational,Yes,6,10,No,No,Y,5,0,0,1,1
36092301601,MPUPS JAMMIGUDEM,Telangana,BHADRADRI KOTHAGUDEM,ASWARAOPETA,507306,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,No,No,N,0,0,0,0,0
36094100436,MJPTBCWR BOYS KOTHAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,CHUNCHUPALLY,507118,1-Department of Education,Primary with Upper Primary,Boys,No,5,7,Yes,No,Y,1,0,0,0,0
36094100448,SR JUNIOR COLLEGE KOTHAGUDEM,Telangana,BHADRADRI KOTHAGUDEM,CHUNCHUPALLY,507118,5-Private Unaided (Recognized),Higher Secondary only/Jr. College,Co-educational,Yes,11,12,Yes,No,Y,3,0,0,1,1
36120200401,MPPS PEECHARA,Telangana,HANUMAKONDA Block,VELAIR,506145,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,1,0,0,1,0
36120200404,MPPS VAVILLAKUNTA THANDA,Telangana,HANUMAKONDA Block,VELAIR,506145,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36120200405,ZPHS PEECHARA,Telangana,HANUMAKONDA Block,VELAIR,506145,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,1,0,0,1,0
36120200406,LITTLE STAR PS PEECHARA,Telangana,HANUMAKONDA Block,VELAIR,506145,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,Y,8,0,2,3,2
36120200901,MPPS MADDELA GUDEM,Telangana,HANUMAKONDA Block,VELAIR,506145,3-Local Body,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36151000501,MPPS KANNAREDDY,Telangana,KAMAREDDY Block,NAGA_REDDIPET,503108,3-Local Body,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36151000801,MPPS DHARMAREDDY,Telangana,KAMAREDDY Block,NAGA_REDDIPET,503108,3-Local Body,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36151000901,MPPS RAGHAVA PALLY THANDA,Telangana,KAMAREDDY Block,NAGA_REDDIPET,503108,3-Local Body,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36151000902,MPUPS RAGHAVAPALLY,Telangana,KAMAREDDY Block,NAGA_REDDIPET,503108,3-Local Body,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,0,0
36151001301,MPPS TANDOOR,Telangana,KAMAREDDY Block,NAGA_REDDIPET,503108,3-Local Body,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
36161703084,ST ANTHONYS UPPER PRIMARY SCHOOL SADASIVAPET,Telangana,SANGAREDDY Block,SADASHIVAPET,502295,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,33,6,26,2,1
36161800501,MPPS MALKAPUR,Telangana,SANGAREDDY Block,KONDAPUR,502295,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36161800505,ZPHS MALKAPUR,Telangana,SANGAREDDY Block,KONDAPUR,502295,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,Y,1,0,0,1,0
36161800506,MPPS MALKAPUR ,Telangana,SANGAREDDY Block,KONDAPUR,502295,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36161800508,KGBV KONDAPUR,Telangana,SANGAREDDY Block,KONDAPUR,502295,1-Department of Education,Up. Pr. Secondary and Higher Sec,Girls,Yes,6,12,No,No,N,1,0,0,1,1
36161800509,AKSHARA CONCEPT SCHOOL,Telangana,SANGAREDDY Block,KONDAPUR,502295,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,No,No,Y,8,0,0,1,3
36161800510,SHREE AKSHAYA JUNIOR COLLEGE,Telangana,SANGAREDDY Block,KONDAPUR,502295,5-Private Unaided (Recognized),Higher Secondary only/Jr. College,Co-educational,Yes,11,12,Yes,No,Y,3,0,0,1,0
36161800511,COLORS UPS,Telangana,SANGAREDDY Block,KONDAPUR,502295,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,No,No,Y,3,1,1,1,1
36161800512,EARLY MID UPPER PRIMARY SCHOOL,Telangana,SANGAREDDY Block,KONDAPUR,502295,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,7,Yes,No,Y,1,1,1,1,1
36161800513,RAOS SCHOOL UPS MALKAPUR,Telangana,SANGAREDDY Block,KONDAPUR,502295,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,15,0,0,3,4
36180100101,MPPS AKARAM,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100102,MPUPS RAGHOTHAMPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36180100103,MPUPS GOSANPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36180100104,ZPHS AKARAM,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,1,0,0,1,1
36180100201,MPPS TEKULATHANDA,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36180100202,MPPS GAMBHEERPUR,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100203,MPPS  SHILAJINAGAR,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100204,ZPHS GAMBHEERPUR,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,Y,1,0,0,2,1
36180100205,SRI SAI VIDHYANIKETHAN SCHOOL,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,Y,0,0,0,0,0
36180100301,MPPS POTHARAM WW,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36180100302,MPPS POTHARAM,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100401,MPUPS AREPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36180100501,MPPS CHEEKODE,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100502,MPPS PARSHARAMNAGAR,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100503,MPUPS ACHUMAIPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36180100504,MPUPS KAMMARPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,0
36180100505,ZPHS CHEEKODE,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,0,0,0,0,0
36180100601,MPPS DUBBAK BC COLONY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36180100603,VIVEKANANDA VIDYALAYAM PS DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,3,0,0,1,1
36180100604,MPPS DUBBAK NO,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36180100605,MPPS DUBBAK NO,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
24091101106,SHRI GOKUL VIDHYALAY,Gujarat,RAJKOT Block,RAJKOT,360025,5-Private Unaided (Recognized),Pr. with Up.Pr. sec. and H.Sec.,Co-educational,Yes,1,12,Yes,No,Y,45,2,1,2,3
36180100607,MPPS DUBBAK HW,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100610,ZPHS DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Upper Pr. and Secondary,Girls,Yes,6,10,Yes,No,N,0,0,0,0,1
36180100611,GOVT,Telangana,SIDDIPET Block,DUBBAK,502108,1-Department of Education,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,Y,2,0,0,0,1
36180100613,VIVEKANANDA VIDYALAYAM HS DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,Y,13,1,0,2,2
36180100620,MPPS REKULAKUNTTA,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
36180100621,KGBV DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,1-Department of Education,Upper Pr. and Secondary,Girls,Yes,6,10,No,No,Y,0,0,0,0,1
36180100625,SIDDARTHA CONCEPT SCHOOL PS,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,Yes,No,N,4,0,0,1,1
36180100627,SARASWATHI GLOBAL,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,Yes,No,N,1,0,0,1,1
36180100628,SIDDAERTHA CONCEPT SCHOOL HS,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,4,0,0,1,1
36180100629,SARASWATHI GLOBAL SCHOOL,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Upper Pr. and Secondary,Co-educational,No,6,10,Yes,No,N,1,0,0,1,1
36180100633,RVMM DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,N,0,0,0,0,1
36180100634,GOVT,Telangana,SIDDIPET Block,DUBBAK,502108,1-Department of Education,Higher Secondary only/Jr. College,Co-educational,Yes,11,12,No,No,N,2,0,0,1,0
36180100636,SR JUNIOR COLLEGE DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Higher Secondary only/Jr. College,Co-educational,Yes,11,12,Yes,No,Y,0,0,0,0,0
36180100640,TMREIS DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,1-Department of Education,Pr. with Up.Pr. sec. and H.Sec.,Boys,Yes,1,12,Yes,No,Y,0,0,0,2,1
36180100642,TSWREIS ,Telangana,SIDDIPET Block,MIRDODDI,502108,90-Social Welfare Department,Pr. with Up.Pr. sec. and H.Sec.,Boys,Yes,1,12,No,No,Y,1,18,0,1,1
36180100643,VAGDEVI JUNIOR COLLEGE DUBBAK,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Higher Secondary only/Jr. College,Co-educational,Yes,11,12,Yes,No,Y,0,0,0,0,0
36180100644,SRI VANI UPS SCHOOL,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,1,8,0,3,0
36180100646,DISHA SCHOOL ,Telangana,SIDDIPET Block,DUBBAK,502108,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,7,Yes,No,Y,1,0,0,1,0
36180100701,MPPS MALLAIPALLY,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
36180100801,MPPS RAJAKKAPET,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
36180100802,ZPHS RAJAKKAPET,Telangana,SIDDIPET Block,DUBBAK,502108,3-Local Body,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,1,0,0,0,0
